ANNO;CODICE_MESE;NOME_MESE;CODICE_PRODOTTO;NOME_PRODOTTO;PREZZO;IVA;ACCISA;NETTO
2018;2;Febbraio;2;Gasolio auto;1.431,05;258,06;617,4;555,59
2018;3;Marzo;2;Gasolio auto;1.423,58;256,71;617,4;549,47
2018;4;Aprile;2;Gasolio auto;1.446,49;260,84;617,4;568,25
2018;5;Maggio;2;Gasolio auto;1.499,35;270,38;617,4;611,57
2018;6;Giugno;2;Gasolio auto;1.521,33;274,34;617,4;629,59
2018;7;Luglio;2;Gasolio auto;1.508,74;272,07;617,4;619,27
2018;8;Agosto;2;Gasolio auto;1.507,16;271,78;617,4;617,97
2018;9;Settembre;2;Gasolio auto;1.524,96;274,99;617,4;632,57
2018;10;Ottobre;2;Gasolio auto;1.561,65;281,61;617,4;662,64
2018;11;Novembre;2;Gasolio auto;1.537,65;277,28;617,4;642,97
2018;12;Dicembre;2;Gasolio auto;1.451,15;261,68;617,4;572,06
2019;1;Gennaio;2;Gasolio auto;1.434,73;258,72;617,4;558,61
2019;2;Febbraio;2;Gasolio auto;1.465,66;264,3;617,4;583,96
2019;3;Marzo;2;Gasolio auto;1.495,22;269,63;617,4;608,19
2019;4;Aprile;2;Gasolio auto;1.509,64;272,23;617,4;620,01
2019;5;Maggio;2;Gasolio auto;1.519,1;273,94;617,4;627,76
2019;6;Giugno;2;Gasolio auto;1.487,83;268,3;617,4;602,13
2019;7;Luglio;2;Gasolio auto;1.482,29;267,3;617,4;597,59
2019;8;Agosto;2;Gasolio auto;1.462,04;263,65;617,4;580,99
2019;9;Settembre;2;Gasolio auto;1.471,41;265,34;617,4;588,67
2019;10;Ottobre;2;Gasolio auto;1.471,85;265,42;617,4;589,03
2019;11;Novembre;2;Gasolio auto;1.471,31;265,32;617,4;588,59
2019;12;Dicembre;2;Gasolio auto;1.482,48;267,33;617,4;597,75
2020;1;Gennaio;2;Gasolio auto;1.485,18;267,82;617,4;599,96
2020;2;Febbraio;2;Gasolio auto;1.443,14;260,24;617,4;565,5
2020;3;Marzo;2;Gasolio auto;1.378,22;248,53;617,4;512,29
2020;4;Aprile;2;Gasolio auto;1.302,41;234,86;617,4;450,15
2020;5;Maggio;2;Gasolio auto;1.255,59;226,42;617,4;411,77
2020;6;Giugno;2;Gasolio auto;1.272,46;229,46;617,4;425,6
2020;7;Luglio;2;Gasolio auto;1.289,58;232,55;617,4;439,63
2020;8;Agosto;2;Gasolio auto;1.285,02;231,73;617,4;435,89
2020;9;Settembre;2;Gasolio auto;1.270,81;229,16;617,4;424,25
2020;10;Ottobre;2;Gasolio auto;1.259,33;227,09;617,4;414,84
2020;11;Novembre;2;Gasolio auto;1.261,41;227,47;617,4;416,54
2020;12;Dicembre;2;Gasolio auto;1.300,32;234,48;617,4;448,44
2021;1;Gennaio;2;Gasolio auto;1.338,3;241,33;617,4;479,57
2021;2;Febbraio;2;Gasolio auto;1.383,24;249,44;617,4;516,4
2021;3;Marzo;2;Gasolio auto;1.435,78;258,91;617,4;559,47
2021;4;Aprile;2;Gasolio auto;1.436,73;259,08;617,4;560,25
2021;5;Maggio;2;Gasolio auto;1.449,34;261,36;617,4;570,58
2021;6;Giugno;2;Gasolio auto;1.473,4;265,7;617,4;590,3
2021;7;Luglio;2;Gasolio auto;1.508,34;272;617,4;618,94
2021;8;Agosto;2;Gasolio auto;1.505,36;271,46;617,4;616,5
2021;9;Settembre;2;Gasolio auto;1.517,29;273,61;617,4;626,28
2021;10;Ottobre;2;Gasolio auto;1.589,65;286,66;617,4;685,59
2021;11;Novembre;2;Gasolio auto;1.610,48;290,41;617,4;702,67
2021;12;Dicembre;2;Gasolio auto;1.589,3;286,6;617,4;685,3
2022;1;Gennaio;2;Gasolio auto;1.632,1;294,32;617,4;720,38
2022;2;Febbraio;2;Gasolio auto;1.720,36;310,23;617,4;792,73
2022;3;Marzo;2;Gasolio auto;1.970,59;355,35;528,69;1.086,55
2022;4;Aprile;2;Gasolio auto;1.768,74;318,96;367,4;1.082,38
2022;5;Maggio;2;Gasolio auto;1.823,65;328,86;367,4;1.127,39
2022;6;Giugno;2;Gasolio auto;1.972,46;355,69;367,4;1.249,37
2022;7;Luglio;2;Gasolio auto;1.927,35;347,55;367,4;1.212,4
2022;8;Agosto;2;Gasolio auto;1.785,85;322,04;367,4;1.096,41
2022;9;Settembre;2;Gasolio auto;1.793,12;323,35;367,4;1.102,37
2022;10;Ottobre;2;Gasolio auto;1.846,97;333,06;367,4;1.146,51
2022;11;Novembre;2;Gasolio auto;1.810,59;326,5;367,4;1.116,69
2022;12;Dicembre;2;Gasolio auto;1.727,25;311,47;467,4;948,38
2023;1;Gennaio;2;Gasolio auto;1.880,54;339,11;617,4;924,03
2023;2;Febbraio;2;Gasolio auto;1.845,84;332,86;617,4;895,58
2023;3;Marzo;2;Gasolio auto;1.799,5;324,5;617,4;857,6
2023;4;Aprile;2;Gasolio auto;1.748,82;315,36;617,4;816,06
2023;5;Maggio;2;Gasolio auto;1.661,64;299,64;617,4;744,6
2023;6;Giugno;2;Gasolio auto;1.677,45;302,49;617,4;757,56
2023;7;Luglio;2;Gasolio auto;1.711,79;308,69;617,4;785,7
2023;8;Agosto;2;Gasolio auto;1.833,67;330,66;617,4;885,61
2023;9;Settembre;2;Gasolio auto;1.911,08;344,62;617,4;949,06
2023;10;Ottobre;2;Gasolio auto;1.890,43;340,9;617,4;932,13
2023;11;Novembre;2;Gasolio auto;1.805,86;325,64;617,4;862,82
2023;12;Dicembre;2;Gasolio auto;1.739,08;313,61;617,4;808,07
2024;1;Gennaio;2;Gasolio auto;1.743,53;314,41;617,4;811,72
2024;2;Febbraio;2;Gasolio auto;1.814,35;327,18;617,4;869,77
2024;3;Marzo;2;Gasolio auto;1.797,72;324,18;617,4;856,14
2024;4;Aprile;2;Gasolio auto;1.797,88;324,21;617,4;856,27
2024;5;Maggio;2;Gasolio auto;1.738,5;313,5;617,4;807,6
2024;6;Giugno;2;Gasolio auto;1.710,68;308,48;617,4;784,8
2024;7;Luglio;2;Gasolio auto;1.741,37;314,02;617,4;809,95
2024;8;Agosto;2;Gasolio auto;1.693,3;305,35;617,4;770,55
2024;9;Settembre;2;Gasolio auto;1.632,74;294,43;617,4;720,91
2024;10;Ottobre;2;Gasolio auto;1.633,77;294,61;617,4;721,76
2024;11;Novembre;2;Gasolio auto;1.643,18;296,31;617,4;729,47
2024;12;Dicembre;2;Gasolio auto;1.654,61;298,37;617,4;738,84
2025;1;Gennaio;2;Gasolio auto;1.713,64;309,02;617,4;787,22
2025;2;Febbraio;2;Gasolio auto;1.725,17;311,1;617,4;796,67
2025;3;Marzo;2;Gasolio auto;1.680,32;303,01;617,4;759,91
